name,pin,joined,address_postcode,address_county,address_country,profession,field_of_practice_when_joined_register,have_specialist_qualification_approved_by_nmc,specialist_qualification,date_registration_to_nmc,country_of_initial_training,date_of_qualification,country_of_initial_registration,nationality,diversity_gender,diversity_ethnicity,diversity_religion
"Ward, Jeffrey",24X3198R,2019-08-14 04:15:45,testpostcode1,Nonexistentland,Wales,Midwife,Mental health,FALSE,SPLD: Specialist practitioner: Learning disability nurse,testdate1,England,testdate1,Wales,British,Female,NA,Christian
"Cruz, Jayme",55C7107J,2019-10-28 21:14:33,testpostcode1,Nonexistentland,Wales,Nurse & Midwife,Adult,FALSE,"RN9: Fever nurse, level 2",testdate1,Outside UK,testdate2,Scotland,British,Female,NA,Other religion
"Vigil, India",32T3384T,2019-06-26 20:54:29,testpostcode1,N-on-existent,Northern Ireland,Midwife,Adult,FALSE,"RNMH: Mental health nurse, level 1",testdate2,Northern Ireland,testdate2,Wales,Other,Male,NA,Christian
"el-Bacchus, Jaasim",90W4253Z,2019-01-28 09:40:53,testpostcode1,N-on-existent,England,Nurse & Midwife,Mental health,TRUE,RM: Midwife,testdate1,Wales,testdate1,England,British,Other,NA,Buddhist
"Wheeler, Kayla",22W5411S,2019-01-18 21:52:59,testpostcode1,Nonexistentland,Scotland,Midwife,Adult,TRUE,"RN1: Adult nurse, level 1",testdate1,Wales,testdate2,Northern Ireland,Other,Female,NA,Sikh
"Cooper, Daniel",74W4176I,2019-03-28 06:58:12,testpostcode2,Nonexistentland,England,Nurse & Midwife,Adult,FALSE,SPMH: Specialist practitioner: Mental health,testdate2,Wales,testdate1,Scotland,British,Female,NA,Sikh
"Nealey, Rozhiane",93J1192O,2019-05-28 18:18:19,testpostcode1,N-on-existent,Scotland,Midwife,Adult,FALSE,SCLD: Specialist practitioner: Community learning disabilities nursing,testdate1,Scotland,testdate2,England,British,Male,NA,Sikh
"al-Ismail, Saabiq",64J3525J,2019-11-24 11:22:57,testpostcode2,N-on-existent,England,Midwife,Mental health,FALSE,SN: School nurse,testdate2,Scotland,testdate1,Northern Ireland,British,Male,NA,Other religion
"Nuggehalli, Patrick",98K0494S,2019-12-16 05:00:01,testpostcode1,N-on-existent,England,Nurse,Mental health,FALSE,SPDN: Specialist practitioner: District nursing,testdate1,Wales,testdate2,Northern Ireland,Other,Female,NA,Religion not stated
"Powells, Ibrahima",79O7411A,2019-08-26 11:42:05,testpostcode1,N-on-existent,Wales,Nurse & Midwife,Mental health,TRUE,"RN9: Fever nurse, level 2",testdate2,England,testdate2,Wales,British,Other,NA,Sikh
"el-Anwar, Sabaah",76J6947M,2019-04-17 02:04:19,testpostcode1,N-on-existent,Scotland,Nurse,Adult,TRUE,SPMH: Specialist practitioner: Mental health,testdate2,Wales,testdate2,Scotland,British,Female,NA,Muslim
"el-Nazir, Abdul Lateef",95U4857Z,2019-06-05 22:34:03,testpostcode1,Nonexistentshire,Scotland,Nurse,Mental health,FALSE,"RNA: Adult nurse, level 1",testdate1,Northern Ireland,testdate2,England,Other,Female,NA,Other religion
"Maddux, Clifton",70O4375T,2019-03-18 09:17:08,testpostcode1,N-on-existent,Northern Ireland,Nurse,Mental health,FALSE,"RN8: Children's nurse, level 1",testdate2,Wales,testdate1,England,Other,Female,NA,Other religion
"el-Khalaf, Luqmaan",94T2563L,2019-02-27 12:48:56,testpostcode1,N-on-existent,Wales,Midwife,Mental health,TRUE,"RN4: Mental health nurse, level 2",testdate2,Northern Ireland,testdate1,Northern Ireland,Other,Male,NA,Hindu
"Pinley, Brandon",61T7726C,2019-11-26 05:38:46,testpostcode2,Nonexistentland,Scotland,Nurse & Midwife,Adult,TRUE,"RN2: Adult nurse, level 2",testdate1,Wales,testdate2,England,Other,Male,NA,Christian
"Williams, Tyler",10K8012P,2019-03-22 05:08:05,testpostcode1,N-on-existent,Northern Ireland,Midwife,Adult,FALSE,SPA: Specialist practitioner: Adult nursing,testdate2,England,testdate2,Wales,British,Female,NA,Religion not stated
"Portman, Lyndsey",22P2098A,2019-09-08 12:07:58,testpostcode2,N-on-existent,Northern Ireland,Nurse & Midwife,Mental health,FALSE,OH: Occupational health nurse,testdate2,Scotland,testdate2,Scotland,Other,Male,NA,Religion not stated
"Moore, Vanya",11R3585S,2019-05-30 20:47:19,testpostcode1,Nonexistentland,Wales,Midwife,Adult,TRUE,V200: Nurse independent prescriber (extended formulary),testdate2,Northern Ireland,testdate2,England,Other,Female,NA,Jewish
"Gruber, Candice",29H2181W,2019-11-02 19:08:58,testpostcode2,Nonexistentshire,England,Nurse,Mental health,FALSE,V300: Nurse independent / supplementary prescriber,testdate1,Scotland,testdate2,Wales,British,Female,NA,Buddhist
"Malloy, Ashlyn",56R9100Q,2019-09-10 06:51:59,testpostcode1,Nonexistentshire,England,Nurse,Mental health,FALSE,"RN2: Adult nurse, level 2",testdate1,Northern Ireland,testdate2,England,British,Other,NA,Christian
"Hamlin, Justin",39R9851C,2019-03-28 02:40:33,testpostcode1,Nonexistentshire,Wales,Nurse & Midwife,Mental health,TRUE,OH: Occupational health nurse,testdate2,Scotland,testdate2,Wales,Other,Female,NA,Other religion
"Otgonbayar, Matthew",56A8978E,2019-12-24 06:01:59,testpostcode2,Nonexistentshire,England,Midwife,Mental health,TRUE,RFHN: Family health nurse,testdate2,England,testdate2,Northern Ireland,British,Male,NA,Other religion
"el-Islam, Adeeb",74P2097Q,2019-11-06 08:19:04,testpostcode2,N-on-existent,Northern Ireland,Nurse,Adult,FALSE,SN: School nurse,testdate1,Outside UK,testdate2,Northern Ireland,Other,Other,NA,No religion
"Martinez, Dyani",51A4483U,2019-07-16 17:24:34,testpostcode1,Nonexistentland,Scotland,Midwife,Adult,TRUE,"RN4: Mental health nurse, level 2",testdate2,Wales,testdate1,Scotland,British,Female,NA,Other religion
"Porco, Anissa",65X1908P,2019-05-10 15:48:27,testpostcode1,Nonexistentshire,Northern Ireland,Nurse,Mental health,TRUE,SPDN: Specialist practitioner: District nursing,testdate1,Scotland,testdate1,Scotland,British,Female,NA,Other religion
"Bemnet, Quinton",09N0649E,2019-01-24 15:55:07,testpostcode2,Nonexistentshire,Scotland,Nurse,Mental health,TRUE,SPA: Specialist practitioner: Adult nursing,testdate1,Wales,testdate1,Northern Ireland,British,Male,NA,No religion
"al-Yamin, Ghaada",03K8609Y,2019-03-17 09:27:20,testpostcode2,N-on-existent,Wales,Midwife,Mental health,TRUE,SPC: Specialist practitioner: Children's nursing,testdate1,Outside UK,testdate1,Scotland,Other,Other,NA,No religion
"el-Mansur, Adham",70K1514C,2019-03-29 00:30:50,testpostcode2,Nonexistentland,Northern Ireland,Nurse,Adult,TRUE,"RN7: General nurse, level 2",testdate1,Outside UK,testdate2,Scotland,British,Other,NA,Muslim
"Lee, Christopher",35S2773V,2019-10-29 07:41:51,testpostcode1,Nonexistentland,Scotland,Nurse,Adult,FALSE,SPGP: Specialist practitioner: General practice nursing,testdate2,Outside UK,testdate1,Northern Ireland,Other,Male,NA,Buddhist
"al-Omer, Siraaj",20J1184C,2019-08-30 10:14:20,testpostcode1,Nonexistentland,Northern Ireland,Midwife,Mental health,FALSE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate2,Scotland,testdate2,England,British,Female,NA,Sikh
"Graves, Aurora",10R5141X,2019-07-30 20:30:58,testpostcode2,Nonexistentshire,Scotland,Midwife,Adult,TRUE,"RN7: General nurse, level 2",testdate1,England,testdate2,England,British,Other,NA,Buddhist
"Thomas, Shanea",74R2356L,2019-10-22 11:47:16,testpostcode1,N-on-existent,Scotland,Nurse,Mental health,TRUE,"RN4: Mental health nurse, level 2",testdate2,Outside UK,testdate2,England,Other,Other,NA,Christian
"Greenlees, Karina",96F8335A,2019-03-28 08:59:05,testpostcode2,Nonexistentland,Northern Ireland,Midwife,Adult,TRUE,ROH: Occupational health nurse,testdate1,Outside UK,testdate1,Northern Ireland,Other,Other,NA,No religion
"al-Samad, Aneesa",34X9494V,2019-08-17 04:22:28,testpostcode2,Nonexistentshire,England,Nurse,Adult,TRUE,"RN1: Adult nurse, level 1",testdate2,Outside UK,testdate2,Wales,Other,Other,NA,Jewish
"Rodriguez, Patrick",07M4951P,2019-07-24 14:45:49,testpostcode1,N-on-existent,Wales,Nurse,Mental health,FALSE,SPC: Specialist practitioner: Children's nursing,testdate2,England,testdate2,Northern Ireland,British,Male,NA,Sikh
"Trujillo, Caitlin",23J6775H,2019-11-29 11:04:52,testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,FALSE,SPLD: Specialist practitioner: Learning disability nurse,testdate1,Outside UK,testdate2,Northern Ireland,British,Male,NA,Sikh
"Price, Taven",86A4767Z,2019-04-27 18:27:06,testpostcode2,Nonexistentshire,Scotland,Nurse,Mental health,FALSE,RSN: School nurse,testdate1,Scotland,testdate2,Wales,British,Male,NA,Buddhist
"Mcilhone O'Hara, Johnny",25J6697W,2019-11-27 05:15:07,testpostcode1,Nonexistentshire,Wales,Midwife,Mental health,FALSE,"NAR: Nursing associate",testdate2,Northern Ireland,testdate1,England,British,Male,NA,Jewish
"al-Greiss, Abdul Wahaab",70Z6548W,2019-05-13 02:43:23,testpostcode2,Nonexistentshire,England,Midwife,Mental health,TRUE,"RN4: Mental health nurse, level 2",testdate1,Wales,testdate1,England,Other,Other,NA,Jewish
"Urbina, Alejandro",92K6860H,2019-04-13 00:55:37,testpostcode2,Nonexistentland,Wales,Nurse,Mental health,TRUE,V100: Community practitioner nurse prescriber,testdate2,Scotland,testdate1,England,British,Male,NA,Hindu
"Almony, Phurba",16I1507J,2019-10-20 04:57:59,testpostcode2,Nonexistentshire,England,Nurse & Midwife,Mental health,FALSE,SN: School nurse,testdate2,England,testdate2,Wales,Other,Male,NA,No religion
"Martinez, Tyler",73R5393Z,2019-12-09 10:15:25,testpostcode2,N-on-existent,Scotland,Nurse & Midwife,Mental health,TRUE,RPHN: Specialist community public health nurse,testdate2,England,testdate2,Scotland,Other,Female,NA,Christian
"Ha, Andrew",69M9283N,2019-10-25 08:21:41,testpostcode2,N-on-existent,Scotland,Nurse & Midwife,Mental health,FALSE,SPDN: Specialist practitioner: District nursing,testdate2,Outside UK,testdate1,Scotland,Other,Male,NA,Hindu
"al-Kamel, Taahir",50B4259I,2019-04-29 16:14:27,testpostcode2,Nonexistentland,England,Midwife,Adult,TRUE,SPLD: Specialist practitioner: Learning disability nurse,testdate1,Northern Ireland,testdate1,Scotland,British,Female,NA,Jewish
"Cruz Medel, Iain",16O2766C,2019-01-07 19:06:25,testpostcode2,N-on-existent,England,Nurse & Midwife,Mental health,FALSE,LPE: Lecturer / Practice educator,testdate1,Outside UK,testdate1,Scotland,Other,Female,NA,Hindu
"Yankana, Elizabeth",77G6421F,2019-10-31 00:21:12,testpostcode2,Nonexistentshire,Northern Ireland,Midwife,Adult,TRUE,FHN: Family health nurse,testdate1,Northern Ireland,testdate1,Wales,British,Other,NA,Hindu
"el-Zafar, Yoosuf",85P4090N,2019-03-03 20:14:42,testpostcode2,Nonexistentshire,Wales,Nurse & Midwife,Mental health,FALSE,RPHN: Specialist community public health nurse,testdate2,Scotland,testdate2,Northern Ireland,British,Other,NA,Hindu
"Wielga, Elizabeth",91L6710W,2019-02-19 10:36:14,testpostcode2,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,FALSE,"RN2: Adult nurse, level 2",testdate2,Outside UK,testdate1,Northern Ireland,Other,Male,NA,Sikh
"al-Rahmani, Shahaada",44Q4381L,2019-06-20 18:00:06,testpostcode1,Nonexistentshire,Northern Ireland,Midwife,Adult,TRUE,"RN3: Mental health nurse, level 1",testdate1,England,testdate2,Northern Ireland,British,Other,NA,Jewish
"Kingman, Charlie",16W1566S,2019-08-23 23:19:12,testpostcode2,Nonexistentshire,Scotland,Midwife,Mental health,FALSE,SN: School nurse,testdate1,Scotland,testdate2,Scotland,British,Male,NA,Hindu
"Pacheco Delfin, Jesus",19P5777D,2019-09-20 01:00:00,testpostcode2,N-on-existent,Wales,Nurse & Midwife,Mental health,TRUE,"RN7: General nurse, level 2",testdate2,Outside UK,testdate2,Northern Ireland,Other,Other,NA,No religion
"Barker, David",71A8975M,2019-01-02 12:25:25,testpostcode2,N-on-existent,Wales,Nurse & Midwife,Adult,TRUE,"RN9: Fever nurse, level 2",testdate2,Scotland,testdate2,Scotland,British,Other,NA,Buddhist
"Alvarado, Gisela",90W4253Z,2019-04-08 14:05:43,testpostcode2,N-on-existent,England,Midwife,Adult,FALSE,"RNMH: Mental health nurse, level 1",testdate1,Outside UK,testdate1,Northern Ireland,British,Female,NA,Sikh
"Schell, Daniel",92G4782S,2019-12-16 00:12:39,testpostcode1,Nonexistentshire,Scotland,Nurse,Adult,FALSE,"RN2: Adult nurse, level 2",testdate1,Wales,testdate2,Northern Ireland,Other,Male,NA,Jewish
"Largo, Trevor",91D0415I,2019-11-26 02:38:12,testpostcode2,Nonexistentland,England,Nurse & Midwife,Adult,FALSE,SPA: Specialist practitioner: Adult nursing,testdate1,England,testdate1,Scotland,Other,Female,NA,Buddhist
"Talebi-Talghian, Amy",16O4815J,2019-01-01 01:52:24,testpostcode2,Nonexistentshire,Wales,Midwife,Mental health,FALSE,V100: Community practitioner nurse prescriber,testdate2,England,testdate1,Scotland,Other,Other,NA,Religion not stated
"Kong, Helena",47D5347S,2019-01-03 16:40:37,testpostcode2,Nonexistentland,Northern Ireland,Nurse,Adult,FALSE,V200: Nurse independent prescriber (extended formulary),testdate2,Northern Ireland,testdate1,Northern Ireland,Other,Other,NA,Christian
"Martinez, Giovanni",87R7332A,2019-05-09 05:22:53,testpostcode1,N-on-existent,Northern Ireland,Nurse,Mental health,FALSE,"RN4: Mental health nurse, level 2",testdate1,Outside UK,testdate2,Northern Ireland,Other,Female,NA,No religion
"Malouff, Ricky",86C2572B,2019-11-17 01:58:59,testpostcode1,N-on-existent,Northern Ireland,Nurse,Adult,FALSE,"RNLD: Learning disabilities nurse, level 1",testdate2,Outside UK,testdate2,England,Other,Male,NA,Religion not stated
"Clinger, Haeli",02F0247W,2019-10-21 15:53:48,testpostcode2,Nonexistentland,Northern Ireland,Midwife,Adult,FALSE,V300: Nurse independent / supplementary prescriber,testdate2,Northern Ireland,testdate1,Scotland,British,Other,NA,Muslim
"al-Shahid, Haafil",61S6404G,2019-04-16 18:59:52,testpostcode2,Nonexistentshire,Scotland,Midwife,Adult,TRUE,"RN8: Children's nurse, level 1",testdate2,Northern Ireland,testdate2,Wales,Other,Male,NA,Hindu
"Pennel, Andrew",74R7548N,2019-11-22 14:46:31,testpostcode1,Nonexistentland,Wales,Midwife,Adult,TRUE,"RN6: Learning disabilities nurse, level 2",testdate1,Wales,testdate1,Wales,Other,Female,NA,Hindu
"al-Beshara, Baaqir",49Q3437H,2019-03-01 11:12:30,testpostcode1,N-on-existent,Wales,Nurse,Adult,TRUE,TCH: Teacher,testdate1,Northern Ireland,testdate2,Scotland,Other,Male,NA,Christian
"Palmgren, Mikayla",36O0595H,2019-08-05 15:12:30,testpostcode2,N-on-existent,Wales,Nurse,Adult,FALSE,V200: Nurse independent prescriber (extended formulary),testdate1,Northern Ireland,testdate1,England,Other,Male,NA,Christian
"el-Siddiqi, Muneera",33H9380V,2019-04-28 07:15:52,testpostcode2,Nonexistentshire,Wales,Midwife,Mental health,TRUE,SPGP: Specialist practitioner: General practice nursing,testdate1,Outside UK,testdate1,Northern Ireland,British,Other,NA,Other religion
"Lane, Chad",06G8185N,2019-03-30 05:19:25,testpostcode1,Nonexistentland,England,Midwife,Adult,FALSE,"RN9: Fever nurse, level 2",testdate2,Wales,testdate2,Wales,British,Male,NA,Christian
"Stark-Clark, Tajaneek",53X4583Y,2019-04-05 00:19:28,testpostcode1,N-on-existent,Wales,Midwife,Mental health,TRUE,V100: Community practitioner nurse prescriber,testdate2,Scotland,testdate1,England,British,Female,NA,Muslim
"Thomas, Genesis",37E5589K,2019-12-14 11:21:15,testpostcode1,Nonexistentland,Wales,Nurse,Adult,FALSE,"RNMH: Mental health nurse, level 1",testdate1,Outside UK,testdate2,Scotland,Other,Female,NA,Buddhist
"Purevsuren, Christopher",88U7643H,2019-07-08 00:29:06,testpostcode1,Nonexistentland,Northern Ireland,Nurse,Adult,TRUE,V100: Community practitioner nurse prescriber,testdate1,Wales,testdate1,England,British,Male,NA,Muslim
"Strauss, Laramie",03H0323E,2019-01-01 01:52:24,testpostcode2,Nonexistentshire,England,Nurse,Mental health,FALSE,OH: Occupational health nurse,testdate2,Northern Ireland,testdate2,Scotland,British,Other,NA,Christian
"el-Mina, Naazim",42D6259R,2019-03-17 09:27:20,testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Mental health,FALSE,V200: Nurse independent prescriber (extended formulary),testdate2,Outside UK,testdate1,England,Other,Other,NA,Christian
"Davidson, Janetta",70P7809V,2019-09-25 01:56:47,testpostcode2,Nonexistentland,England,Midwife,Mental health,TRUE,LPE: Lecturer / Practice educator,testdate2,England,testdate2,Scotland,British,Male,NA,No religion
"Gaucin, Iain",50I5497B,2019-10-18 07:45:04,testpostcode2,Nonexistentland,Northern Ireland,Nurse,Mental health,FALSE,"RNA: Adult nurse, level 1",testdate1,Wales,testdate2,Scotland,British,Female,NA,Jewish
"Adams, Brandon",65O8143K,2019-12-23 09:27:25,testpostcode2,Nonexistentland,Scotland,Nurse & Midwife,Adult,FALSE,V200: Nurse independent prescriber (extended formulary),testdate1,England,testdate2,England,Other,Male,NA,Other religion
"Manimtim, Lisa",93T8875O,2019-05-09 15:34:41,testpostcode1,Nonexistentshire,Northern Ireland,Nurse & Midwife,Adult,TRUE,"RN8: Children's nurse, level 1",testdate1,Northern Ireland,testdate1,Scotland,Other,Female,NA,No religion
"Perez, Cinthia",93F3117H,2019-10-01 06:33:42,testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,TRUE,"RNA: Adult nurse, level 1",testdate1,England,testdate2,Wales,British,Female,NA,Christian
"Trimble, Aubrie",24B5089A,2019-10-19 11:27:11,testpostcode1,Nonexistentland,Wales,Nurse,Adult,FALSE,SN: School nurse,testdate1,Wales,testdate1,Wales,Other,Female,NA,Hindu
"Wing, Diana",53P7209C,2019-04-08 20:06:29,testpostcode2,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,FALSE,V100: Community practitioner nurse prescriber,testdate2,Scotland,testdate1,Scotland,Other,Other,NA,Hindu
"Ambrose, Katherine",66T1310W,2019-08-18 16:09:07,testpostcode2,N-on-existent,Scotland,Nurse & Midwife,Adult,TRUE,"RNA: Adult nurse, level 1",testdate1,England,testdate1,Northern Ireland,British,Other,NA,Buddhist
"Vandenberghe, Jared",76B2244G,2019-12-19 16:18:24,testpostcode2,Nonexistentland,England,Midwife,Mental health,FALSE,SPCC: Specialist practitioner: Community children’s nursing,testdate2,England,testdate2,Scotland,British,Male,NA,Sikh
"el-Huda, Siddeeqi",25X3082F,2019-10-01 01:58:25,testpostcode1,Nonexistentland,England,Midwife,Adult,FALSE,RPHN: Specialist community public health nurse,testdate1,Outside UK,testdate2,England,Other,Other,NA,No religion
"Robinson, Marquan",71W2904L,2019-07-04 21:13:48,testpostcode2,Nonexistentshire,England,Nurse,Adult,TRUE,V150: Community practitioner nurse prescriber (without SPQ or SCPHN),testdate1,Scotland,testdate2,Northern Ireland,Other,Female,NA,Muslim
"Jacket, Shay",71K2750N,2019-06-09 15:20:11,testpostcode1,Nonexistentland,Scotland,Nurse & Midwife,Mental health,TRUE,SPLD: Specialist practitioner: Learning disability nurse,testdate2,Scotland,testdate1,England,British,Other,NA,Muslim
"Martin, Richard",10Z1738P,2019-07-09 23:13:42,testpostcode1,N-on-existent,Scotland,Midwife,Adult,TRUE,RHV: Health visitor,testdate2,Wales,testdate1,Northern Ireland,Other,Other,NA,No religion
"el-Farran, Abeer",58Y3775J,2019-05-24 03:53:44,testpostcode2,Nonexistentland,Wales,Midwife,Adult,TRUE,SPC: Specialist practitioner: Children's nursing,testdate1,Wales,testdate1,Scotland,Other,Female,NA,Hindu
"Hill, Kiana",16O4815J,2019-02-26 18:09:51,testpostcode1,Nonexistentland,Wales,Nurse,Adult,TRUE,"RN5: Learning disabilities nurse, level 1",testdate1,Outside UK,testdate2,England,Other,Female,NA,Religion not stated
"Mitchell, Ariahna",08Z1302V,2019-06-27 03:34:26,testpostcode2,N-on-existent,Wales,Nurse & Midwife,Adult,TRUE,RFHN: Family health nurse,testdate2,England,testdate1,Scotland,British,Other,NA,Hindu
"Harris, Elena",96E9100N,2019-01-21 00:32:57,testpostcode1,Nonexistentshire,Scotland,Nurse & Midwife,Mental health,TRUE,"RN6: Learning disabilities nurse, level 2",testdate2,Scotland,testdate2,Northern Ireland,Other,Female,NA,Christian
"Sandhu, Marvin",92D2128A,2019-10-28 14:31:03,testpostcode2,Nonexistentshire,Scotland,Midwife,Mental health,FALSE,"RNC: Children's nurse, level 1",testdate2,England,testdate1,Scotland,Other,Male,NA,Jewish
