name,pin,joined,scope_of_practice,work_setting,employment_type,is_this_their_current_practice,employer_postcode,organisation_name,organisation_country
"el-Shad, Turfa",74X5603R,2019-01-09 11:34:29,Direct clinical care or management – children’s and neo-natal nursing,Private domestic setting,Volunteering,TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Camacho, Emma",29E2455L,2019-09-24 14:54:05,Direct clinical care or management – mental health nursing,Maternity unit or birth centre,Self employed,FALSE,testpostcode1,Test organisation 2,England
"al-Sattar, Mubaaraka",88I5705X,2019-01-21 09:57:02,Direct clinical care or management – learning disabilities nursing,"Community setting, including district nursing and community psychiatric nursing",Volunteering,FALSE,testpostcode1,Test organisation 2,Outside UK
"Tafoya, Samantha",24Z5000J,2019-04-28 20:53:10,Quality assurance or inspection,Insurance or legal,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Outside UK
"Vance, Kayla",32P4512R,2019-03-16 06:16:34,Direct clinical care or management – other,Private domestic setting,Self employed,TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Rubio, Braydon",20J8200G,2019-04-01 14:18:20,Education,Trade union or professional body,Self employed,FALSE,testpostcode2,Test organisation 1,Wales
"Recinos, Miguel",96V2343P,2019-01-06 01:26:26,Direct clinical care or management – mental health nursing,Ambulance service,Volunteering,FALSE,testpostcode1,Test organisation 2,Outside UK
"Mccathen, Keith",32I2096X,2019-10-28 05:25:05,Direct clinical care or management – occupational health,Governing body or other leadership,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Wales
"Hernandez, Crystal",35X1612C,2019-03-11 05:20:46,Policy,GP practice or other primary care,Volunteering,TRUE,testpostcode1,Test organisation 2,England
"al-Popal, Kameela",21J0517Y,2019-06-27 06:47:16,Direct clinical care or management – occupational health,Consultancy,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Wales
"Tang, Jacinda",50W7399J,2019-07-10 14:13:28,Direct clinical care or management – children’s and neo-natal nursing,Inspectorate or regulator,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Northern Ireland
"el-Demian, Tulaiha",63S7088Z,2019-02-23 13:20:56,Research,Hospital or other secondary care,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Wales
"Woten, Morganne",25U2041V,2019-10-04 20:31:53,Other,Governing body or other leadership,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Wales
"Harmon, Ryan",11N0730K,2019-08-07 12:25:38,Quality assurance or inspection,Prison,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Scotland
"Tesfay, Dewayne",85Z0753R,2019-01-05 06:37:01,Direct clinical care or management – health visiting,Policy organisation,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Balogh, Pedro",29D0260E,2019-02-12 08:46:35,Direct clinical care or management – school nursing,Private domestic setting,Volunteering,TRUE,testpostcode1,Test organisation 2,Wales
"Yan, Jimmy",32T3384T,2019-11-26 06:52:33,Direct clinical care or management – adult and general care nursing,University or other research facility,Volunteering,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Lewis, Pao",71U7236O,2019-06-06 05:05:37,Direct clinical care or management – children’s and neo-natal nursing,Other,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Gonzales, Skyler",56M0470F,2019-06-14 07:08:12,Direct clinical care or management – school nursing,University or other research facility,Volunteering,TRUE,testpostcode1,Test organisation 2,Scotland
"Gibbs, Danielle",48P0935C,2019-07-10 16:06:48,Direct clinical care or management – children’s and neo-natal nursing,Public health organisation,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Scotland
"Mcgowan, Alexandra",95C1527Y,2019-12-18 19:02:49,Direct clinical care or management – children’s and neo-natal nursing,Military,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Scotland
"Apodaca, Richard",39X0319H,2019-01-25 09:33:59,Education,Specialist or other tertiary care including hospice,Self employed,FALSE,testpostcode1,Test organisation 1,Outside UK
"Wooden, Akua",82Q7460Z,2019-05-24 22:49:40,Commissioning,Ambulance service,Employed via an agency,TRUE,testpostcode1,Test organisation 2,England
"Bison, Danny",94Z8426N,2019-04-30 12:24:08,Commissioning,Prison,Self employed,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Moffett, Zachary",65V5390Q,2019-05-15 02:29:18,Direct clinical care or management – adult and general care nursing,Telephone or e-health advice,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Williams, Raeanna",98C3885I,2019-07-22 00:09:42,Quality assurance or inspection,Voluntary or charity sector,Self employed,TRUE,testpostcode1,Test organisation 1,Wales
"Hart, Hollis",61I7139A,2019-09-04 17:46:52,Education,University or other research facility,Self employed,TRUE,testpostcode2,Test organisation 1,Outside UK
"Bishop, Wilfried",29I3737M,2019-12-22 19:08:00,Education,Insurance or legal,Volunteering,TRUE,testpostcode2,Test organisation 2,Scotland
"al-Ismail, Saabiq",79U0226R,2019-10-08 10:16:09,Direct clinical care or management – midwifery,Ambulance service,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Outside UK
"el-Shakir, Shamaail",60Y2026A,2019-10-26 10:17:40,Quality assurance or inspection,Consultancy,Volunteering,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Swanson, Thomas",43U9431H,2019-10-15 15:10:56,Direct clinical care or management – learning disabilities nursing,Ambulance service,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Northern Ireland
"Golden, Ashley",32F8841T,2019-02-18 16:34:36,Direct clinical care or management – children’s and neo-natal nursing,Private domestic setting,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Outside UK
"Bowman, Diamond",43I9936U,2019-06-06 21:08:55,Direct clinical care or management – occupational health,Governing body or other leadership,Self employed,FALSE,testpostcode2,Test organisation 1,England
"Colon, Akeylah",39Q8790M,2019-12-11 07:31:01,Direct clinical care or management – learning disabilities nursing,Specialist or other tertiary care including hospice,Self employed,FALSE,testpostcode2,Test organisation 2,Outside UK
"Jones, Joshua",01A2656M,2019-03-10 17:57:28,Quality assurance or inspection,Prison,Volunteering,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"el-Sharaf, Umar",29T5686A,2019-09-30 22:54:29,Education,Other,Self employed,FALSE,testpostcode2,Test organisation 1,Outside UK
"el-Raad, Anwar",85S2973Y,2019-07-30 20:27:00,Research,Occupational health,Volunteering,TRUE,testpostcode2,Test organisation 1,Outside UK
"Lozoya, Larysa",10J0187K,2019-01-18 12:36:55,Quality assurance or inspection,Ambulance service,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Outside UK
"Cage, Kalia",43J6179T,2019-09-27 15:52:35,Other,Occupational health,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Scotland
"Salt, Justice",85G1704S,2019-09-09 06:46:53,Direct clinical care or management – occupational health,Specialist or other tertiary care including hospice,Volunteering,FALSE,testpostcode2,Test organisation 2,England
"Lee, Princella",96Z0858G,2019-06-26 16:21:32,Research,Inspectorate or regulator,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Wales
"Anderson, Mariamawit",88Z8651B,2019-12-11 15:45:22,Quality assurance or inspection,Maternity unit or birth centre,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Scotland
"Perez, Orion",22H0869G,2019-04-02 07:15:59,Other,Public health organisation,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Outside UK
"Natrajan, Elyse",29J2110D,2019-01-01 03:16:05,Direct clinical care or management – adult and general care nursing,School,Volunteering,FALSE,testpostcode2,Test organisation 2,Scotland
"Igo, Gabrielle",14W5558N,2019-08-31 08:40:59,Commissioning,Governing body or other leadership,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,England
"Lynn, Rashawnya",78P5341L,2019-11-05 20:02:33,Direct clinical care or management – other,Occupational health,Self employed,TRUE,testpostcode2,Test organisation 2,England
"Salazar, Orin",56H7079N,2019-01-29 08:32:14,Direct clinical care or management – health visiting,Specialist or other tertiary care including hospice,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Wales
"Hasbrouck, Jessica",89P3834U,2019-05-22 17:02:11,Policy,Private domestic setting,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,England
"al-Basher, Iffat",42S3079Z,2019-06-21 02:49:59,Direct clinical care or management – mental health nursing,Care home sector,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Outside UK
"Ngu, Kristina",09E9013R,2019-09-18 01:44:43,Education,Policy organisation,Volunteering,TRUE,testpostcode1,Test organisation 2,England
"Lee, Jessica",63H9060J,2019-04-13 11:01:52,Direct clinical care or management – learning disabilities nursing,School,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Northern Ireland
"King, Nomin",23J6775H,2019-12-26 16:54:14,Direct clinical care or management – midwifery,Cosmetic or aesthetic sector,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Outside UK
"Coyhis, Jerald",67X9345E,2019-08-30 10:14:20,Direct clinical care or management – school nursing,School,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Mills, Michael",03R1488F,2019-07-28 10:14:54,Other,University or other research facility,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,England
"Llamas, Mia",11S8354J,2019-09-05 16:27:10,Research,Insurance or legal,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,England
"Huner, Mia",14V3684G,2019-05-29 21:02:22,Direct clinical care or management – public health,School,Employed via an agency,FALSE,testpostcode2,Test organisation 2,England
"el-Sami, Siddeeqi",75N4006L,2019-03-05 04:48:28,Direct clinical care or management – mental health nursing,GP practice or other primary care,Self employed,FALSE,testpostcode2,Test organisation 1,Wales
"Mcdevitt, Justin",59J4272D,2019-11-25 14:11:06,Direct clinical care or management – public health,Care home sector,Volunteering,FALSE,testpostcode1,Test organisation 2,Wales
"Wingfield, Matthew",82V4153F,2019-02-06 05:46:57,Direct clinical care or management – midwifery,"Community setting, including district nursing and community psychiatric nursing",Self employed,TRUE,testpostcode1,Test organisation 2,Scotland
"Sierra, Marco",20M6563B,2019-03-09 17:31:01,Direct clinical care or management – learning disabilities nursing,Telephone or e-health advice,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Outside UK
"Niessink, Ji",06Y5095K,2019-05-29 06:54:08,Commissioning,Other,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Wales
"Hoang, Zaeem",18E3454B,2019-04-13 17:57:28,Policy,Voluntary or charity sector,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Outside UK
"Deere, Kaci",57S2741T,2019-12-28 19:11:08,Quality assurance or inspection,Inspectorate or regulator,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Wales
"Hasan, Eun",79U4761E,2019-08-24 01:53:39,Direct clinical care or management – occupational health,Prison,Self employed,FALSE,testpostcode1,Test organisation 1,England
"Robb, Jessica",03Z1034K,2019-09-28 11:21:46,Direct clinical care or management – school nursing,Other,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Outside UK
"Gonzalez, Jeremy",84Q1958L,2019-07-17 15:47:51,Direct clinical care or management – midwifery,Voluntary or charity sector,Volunteering,TRUE,testpostcode1,Test organisation 1,Scotland
"Leon, Samantha",66Z2874V,2019-09-04 00:29:52,Other,School,Self employed,TRUE,testpostcode1,Test organisation 2,Northern Ireland
"Mondrey, Cedric",34C5401W,2019-09-14 18:15:42,Direct clinical care or management – public health,"Community setting, including district nursing and community psychiatric nursing",Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Northern Ireland
"Otgonbayar, Matthew",04M7576H,2019-09-14 03:24:36,Direct clinical care or management – other,Ambulance service,Self employed,FALSE,testpostcode1,Test organisation 1,England
"Trujillo, Sterling",11Y0952U,2019-07-11 22:38:21,Research,Voluntary or charity sector,Volunteering,TRUE,testpostcode2,Test organisation 1,Outside UK
"Kue, Isabella",80J2474K,2019-08-12 22:07:43,Other,Insurance or legal,Self employed,TRUE,testpostcode1,Test organisation 2,Outside UK
"Hernandez, Rosa",09H1645N,2019-03-23 23:44:13,Direct clinical care or management – health visiting,Occupational health,Self employed,FALSE,testpostcode1,Test organisation 1,Scotland
"Lee, Justin",81T7846P,2019-03-08 17:22:28,Direct clinical care or management – mental health nursing,Voluntary or charity sector,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Outside UK
"Rivera, Carlos",54K8266E,2019-03-02 10:58:09,Direct clinical care or management – learning disabilities nursing,Inspectorate or regulator,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Northern Ireland
"Burress-Willis, Jay",55F4771O,2019-03-01 02:22:23,Policy,Policy organisation,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Paratore, Abby",49E3234G,2019-05-30 14:00:34,Research,School,Self employed,FALSE,testpostcode1,Test organisation 1,Wales
"Davis, Theodore",84F5396Z,2019-10-10 09:34:18,Direct clinical care or management – midwifery,Police,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Outside UK
"Saez, Reyna",17K8844Z,2019-02-03 02:43:27,Education,Inspectorate or regulator,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Northern Ireland
